ID,Type,Name,Count
4957,-,Doll,12
4958,B,Doll,1092109
4959,B,Openmpi,1092109
4960,C,Camera,23912
4961,-,Apple,4
4962,B,Book,2
4963,N,Sony,15
4964,B,Camera,2
4965,B,Fantacy,13
4966,B,Book,6
4967,C,Sony,9
4968,B,Openmpi,23912
4969,A,Openmpi,12
4970,-,Doll,8
4971,C,Camera,3000000
4972,N,Photo,11
4973,C,Free,8
4974,B,Photo,9
4975,C,Photo,11
4976,N,Apple,7
4977,B,Sony,3
4978,-,Apple,15
4979,B,Apple,8
4980,C,Book,12
4981,B,Openmpi,2
4982,C,Camera,37298
4983,B,Fantacy,5
4984,N,Camera,7
4985,A,Free,66351737
4986,C,Doll,1
4987,C,Doll,3000000
4988,A,Free,11
4989,N,Fantacy,9
4990,B,Photo,4
4991,A,Apple,23912
4992,N,Camera,3
4993,A,Book,23912
4994,-,Free,37298
4995,-,Fantacy,3
4996,C,Book,1
4997,C,Doll,9
4998,N,Python,66351737
4999,C,Camera,3
5000,-,Photo,14
5001,-,Python,1
5002,B,Apple,3000000
5003,A,Openmpi,11
5004,B,Photo,9
5005,A,Free,7
5006,A,Free,6
5007,N,Doll,13
5008,C,Doll,1092109
5009,A,Openmpi,4
5010,N,Camera,23912
5011,C,Camera,4
5012,B,Photo,3
5013,C,Fantacy,5
5014,A,Fantacy,10
5015,A,Photo,6
5016,-,Python,2
5017,C,Book,3000000
5018,-,Photo,15
5019,B,Sony,2
5020,N,Sony,8
5021,A,Python,3000000
5022,-,Photo,5
5023,-,Openmpi,3000000
5024,B,Photo,7
5025,A,Sony,9
5026,N,Openmpi,37298
5027,N,Photo,3
5028,-,Sony,6
5029,N,Openmpi,2
5030,A,Photo,3000000
5031,N,Doll,15
5032,-,Openmpi,8
5033,C,Free,9
5034,B,Camera,1092109
5035,B,Fantacy,15
5036,A,Camera,10
5037,N,Fantacy,9
5038,N,Fantacy,15
5039,N,Photo,15
5040,B,Free,12
5041,-,Photo,2
5042,A,Fantacy,1092109
5043,C,Python,66351737
5044,-,Book,37298
5045,A,Openmpi,3000000
5046,-,Python,3000000
5047,A,Python,5
5048,-,Photo,6
5049,N,Sony,3000000
5050,C,Sony,10
5051,C,Openmpi,3
5052,N,Python,3
5053,N,Openmpi,9
5054,C,Python,15
5055,-,Camera,3
5056,A,Book,23912
5057,C,Camera,3000000
5058,C,Apple,14
5059,A,Fantacy,7
5060,N,Fantacy,13
5061,B,Camera,5
5062,C,Openmpi,10
5063,A,Camera,1
5064,-,Doll,8
5065,B,Book,23912
5066,A,Doll,5
5067,A,Openmpi,37298
5068,B,Fantacy,66351737
5069,B,Openmpi,15
5070,A,Book,2
5071,C,Free,2
5072,C,Fantacy,3000000
5073,B,Apple,6
5074,A,Photo,2
5075,N,Python,4
5076,N,Python,8
5077,A,Free,1
5078,N,Photo,14
5079,A,Python,8
5080,C,Python,1092109
5081,A,Camera,11
5082,C,Book,10
5083,N,Book,1092109
5084,C,Python,8
5085,-,Book,11
5086,C,Book,6
5087,-,Doll,12
5088,-,Sony,2
5089,N,Python,10
5090,C,Apple,4
5091,N,Doll,66351737
5092,B,Fantacy,23912
5093,C,Photo,3000000
5094,B,Camera,8
5095,A,Python,14
5096,N,Photo,4
5097,A,Book,5
5098,-,Fantacy,5
5099,A,Fantacy,11
5100,C,Python,3
5101,-,Doll,2
5102,C,Openmpi,6
5103,N,Apple,3
5104,C,Book,14
5105,-,Fantacy,9
5106,B,Photo,10
5107,N,Openmpi,8
5108,N,Book,12
5109,C,Doll,66351737
5110,A,Camera,9
5111,N,Camera,3000000
5112,A,Sony,3000000
5113,B,Doll,5
5114,-,Camera,11
5115,C,Doll,1
5116,A,Openmpi,6
5117,C,Openmpi,1
5118,-,Fantacy,7
5119,A,Photo,37298
5120,C,Free,15
5121,A,Sony,15
5122,B,Camera,66351737
5123,A,Doll,15
5124,-,Camera,66351737
5125,C,Book,14
5126,N,Photo,11
5127,N,Free,11
5128,A,Apple,5
5129,B,Doll,14
5130,-,Doll,12
5131,-,Book,1
5132,N,Doll,13
5133,N,Doll,8
5134,N,Fantacy,9
5135,-,Openmpi,6
5136,A,Free,11
5137,N,Fantacy,6
5138,C,Book,9
5139,N,Free,14
5140,B,Fantacy,15
5141,B,Sony,11
5142,-,Openmpi,14
5143,-,Sony,8
5144,A,Fantacy,10
5145,C,Python,11
5146,C,Free,4
5147,-,Photo,1
5148,B,Book,9
5149,B,Sony,3000000
5150,A,Fantacy,3
5151,C,Openmpi,7
5152,C,Photo,23912
5153,B,Python,4
5154,-,Openmpi,4
5155,-,Photo,66351737
5156,C,Fantacy,14
5157,C,Photo,9
5158,B,Free,13
5159,N,Python,1
5160,-,Doll,4
5161,A,Apple,37298
5162,B,Book,3
5163,-,Free,15
5164,N,Camera,14
5165,N,Openmpi,11
5166,-,Openmpi,10
5167,C,Camera,10
5168,B,Doll,66351737
5169,-,Python,12
5170,-,Sony,3
5171,B,Photo,37298
5172,B,Photo,15
5173,B,Doll,37298
5174,-,Fantacy,8
5175,N,Sony,5
5176,-,Free,3000000
5177,N,Apple,6
5178,C,Openmpi,9
5179,-,Openmpi,8
5180,N,Free,12
5181,N,Sony,7
5182,B,Apple,3
5183,N,Python,9
5184,N,Book,37298
5185,-,Apple,7
5186,B,Fantacy,4
5187,B,Photo,12
5188,C,Apple,15
5189,A,Camera,9
5190,N,Openmpi,6
5191,C,Fantacy,5
5192,C,Apple,5
5193,A,Photo,9
5194,A,Book,14
5195,C,Free,10
5196,N,Free,9
5197,C,Free,4
5198,N,Book,8
5199,C,Python,7
5200,C,Camera,13
5201,N,Camera,15
5202,A,Sony,5
5203,C,Fantacy,4
5204,-,Fantacy,12
5205,N,Sony,4
5206,C,Fantacy,13
5207,A,Apple,12
5208,B,Book,7
5209,A,Apple,8
5210,C,Apple,12
5211,B,Free,13
5212,A,Openmpi,8
5213,B,Photo,66351737
5214,A,Openmpi,12
5215,N,Free,1
5216,B,Camera,15
5217,C,Book,37298
5218,B,Apple,3
5219,-,Photo,37298
5220,C,Photo,2
5221,-,Sony,37298
5222,A,Book,12
5223,C,Sony,5
5224,-,Camera,2
5225,B,Python,3000000
5226,A,Sony,2
5227,-,Doll,3
5228,-,Doll,8
5229,C,Doll,9
5230,A,Free,4
5231,A,Doll,3000000
5232,N,Apple,1
5233,-,Photo,6
5234,B,Free,4
5235,B,Book,6
5236,N,Free,4
5237,B,Photo,1
5238,A,Python,7
5239,C,Sony,37298
5240,N,Camera,23912
5241,A,Photo,10
5242,B,Free,1
5243,C,Openmpi,14
5244,B,Free,37298
5245,A,Photo,7
5246,B,Book,37298
5247,C,Openmpi,13
5248,-,Fantacy,3000000
5249,B,Fantacy,6
5250,C,Sony,7
5251,C,Doll,23912
5252,N,Photo,10
5253,-,Python,8
5254,A,Camera,1092109
5255,C,Book,4
5256,C,Camera,11
5257,A,Book,11
5258,N,Apple,12
5259,A,Doll,5
5260,N,Doll,66351737
5261,C,Book,4
5262,-,Book,1
5263,-,Photo,4
5264,C,Doll,2
5265,C,Apple,8
5266,A,Book,10
5267,-,Photo,4
5268,A,Apple,66351737
5269,C,Book,13
5270,-,Free,37298
5271,C,Camera,15
5272,N,Photo,11
5273,A,Python,6
5274,B,Python,4
5275,N,Python,15
5276,B,Photo,1092109
5277,N,Sony,3
5278,-,Sony,12
5279,B,Book,10
5280,N,Apple,5
5281,N,Camera,4
5282,A,Book,15
5283,-,Fantacy,23912
5284,C,Apple,13
5285,-,Book,4
5286,A,Free,8
5287,B,Fantacy,13
5288,C,Python,5
5289,-,Doll,13
5290,N,Fantacy,1
5291,N,Python,37298
5292,N,Python,13
5293,N,Photo,15
5294,A,Photo,15
5295,A,Openmpi,10
5296,C,Camera,13
5297,A,Photo,7
5298,-,Python,1
5299,B,Apple,9
5300,-,Fantacy,5
5301,B,Free,6
5302,-,Doll,10
5303,C,Fantacy,5
5304,B,Photo,11
5305,N,Book,4
5306,N,Openmpi,5
5307,-,Sony,37298
5308,A,Free,9
5309,C,Camera,37298
5310,-,Book,9
5311,N,Python,23912
5312,A,Book,14
5313,N,Apple,15
5314,-,Sony,5
5315,B,Openmpi,7
5316,A,Photo,13
5317,-,Python,3000000
5318,N,Openmpi,6
5319,A,Sony,8
5320,A,Free,66351737
5321,A,Python,6
5322,N,Sony,2
5323,C,Camera,8
5324,B,Sony,10
5325,B,Openmpi,2
5326,A,Sony,37298
5327,N,Python,37298
5328,A,Book,1
5329,N,Openmpi,3
5330,B,Sony,11
5331,C,Doll,1092109
5332,C,Doll,2
5333,B,Photo,1092109
5334,N,Openmpi,15
5335,A,Apple,23912
5336,B,Python,3000000
5337,B,Apple,66351737
5338,-,Openmpi,37298
5339,A,Camera,66351737
5340,N,Photo,11
5341,N,Python,2
5342,A,Free,4
5343,N,Free,5
5344,N,Free,1092109
5345,-,Python,66351737
5346,B,Python,5
5347,C,Apple,7
5348,B,Python,6
5349,B,Free,23912
5350,A,Openmpi,9
5351,A,Book,2
5352,A,Fantacy,37298
5353,N,Python,11
5354,N,Python,3000000
5355,-,Fantacy,66351737
5356,C,Sony,9
5357,C,Doll,10
5358,N,Apple,9
5359,N,Sony,23912
5360,N,Openmpi,23912
5361,-,Camera,4
5362,A,Doll,13
5363,-,Openmpi,5
5364,B,Python,1
5365,N,Fantacy,9
5366,N,Python,14
5367,-,Book,1
5368,B,Doll,9
5369,B,Fantacy,3
5370,A,Openmpi,9
5371,B,Python,10
5372,A,Openmpi,2
5373,B,Free,11
5374,B,Apple,66351737
5375,A,Doll,1092109
5376,C,Python,1092109
5377,N,Apple,3
5378,C,Free,13
5379,A,Python,4
5380,A,Book,2
5381,B,Camera,15
5382,-,Sony,1
5383,N,Fantacy,8
5384,N,Book,4
5385,B,Apple,3000000
5386,A,Openmpi,15
5387,-,Doll,11
5388,A,Camera,13
5389,-,Camera,14
5390,C,Sony,23912
5391,C,Doll,6
5392,-,Sony,6
5393,N,Apple,15
5394,-,Fantacy,3
5395,A,Sony,66351737
5396,N,Camera,4
5397,C,Python,5
5398,A,Apple,9
5399,C,Doll,13
5400,B,Apple,2
5401,B,Apple,8
5402,C,Sony,4
5403,N,Openmpi,3000000
5404,N,Python,13
5405,B,Openmpi,66351737
5406,C,Python,66351737
5407,A,Photo,3
5408,B,Camera,2
5409,C,Free,66351737
5410,C,Book,6
5411,B,Free,3000000
5412,A,Python,4
5413,A,Book,9
5414,A,Openmpi,5
5415,-,Apple,7
5416,C,Photo,5
5417,C,Openmpi,1
5418,-,Free,66351737
5419,N,Sony,15
5420,B,Doll,14
5421,C,Openmpi,1092109
5422,N,Apple,15
5423,A,Doll,15
5424,A,Photo,5
5425,-,Apple,8
5426,B,Python,9
5427,-,Book,23912
5428,A,Camera,4
5429,-,Doll,11
5430,C,Book,15
5431,C,Apple,23912
5432,A,Camera,66351737
5433,N,Book,8
5434,B,Sony,8
5435,-,Camera,23912
5436,A,Fantacy,11
5437,N,Fantacy,23912
5438,N,Python,4
5439,-,Camera,7
5440,A,Book,12
5441,-,Free,8
5442,N,Apple,5
5443,-,Fantacy,5
5444,N,Python,1092109
5445,N,Apple,9
5446,N,Book,66351737
5447,-,Sony,3000000
5448,A,Camera,12
5449,C,Apple,5
5450,-,Camera,2
5451,-,Book,7
5452,C,Free,11
5453,C,Fantacy,7
5454,-,Photo,3
5455,-,Doll,23912
5456,B,Camera,14
5457,A,Free,2
5458,N,Book,9
5459,C,Free,1
5460,N,Apple,1092109
5461,A,Openmpi,15
5462,C,Python,8
5463,C,Python,3000000
5464,A,Python,23912
5465,B,Photo,23912
5466,-,Apple,3000000
5467,B,Fantacy,11
5468,A,Free,5
5469,C,Doll,9
5470,-,Camera,11
5471,B,Sony,1
5472,N,Sony,3000000
5473,B,Fantacy,5
5474,B,Openmpi,1092109
5475,B,Sony,8
5476,N,Fantacy,6
5477,A,Photo,3000000
5478,N,Doll,3000000
5479,A,Sony,10
5480,N,Fantacy,15
5481,C,Photo,14
5482,B,Fantacy,15
5483,A,Apple,10
5484,N,Fantacy,3
5485,B,Sony,9
5486,B,Openmpi,13
5487,A,Sony,13
5488,A,Book,7
5489,C,Sony,23912
5490,-,Camera,14
5491,-,Doll,2
5492,A,Python,1
5493,-,Apple,15
5494,C,Free,7
5495,C,Openmpi,1092109
5496,A,Openmpi,2
5497,-,Apple,14
5498,A,Fantacy,3000000
5499,N,Photo,1
5500,B,Camera,14
5501,A,Doll,10
5502,-,Photo,10
5503,C,Doll,23912
5504,A,Free,5
5505,A,Fantacy,8
5506,-,Free,66351737
5507,A,Apple,14
5508,C,Free,3000000
5509,B,Apple,12
5510,B,Openmpi,23912
5511,-,Camera,8
5512,C,Free,8
5513,-,Book,13
5514,-,Doll,3000000
5515,-,Camera,9
5516,B,Photo,6
5517,-,Fantacy,3
5518,C,Camera,13
5519,-,Free,23912
5520,B,Free,4
5521,B,Openmpi,6
5522,N,Fantacy,13
5523,N,Apple,12
5524,A,Camera,5
5525,-,Doll,14
5526,C,Apple,37298
5527,C,Python,37298
5528,B,Photo,66351737
5529,N,Doll,6
5530,B,Free,66351737
5531,-,Apple,6
5532,N,Free,37298
5533,C,Doll,11
5534,A,Python,4
5535,C,Photo,3
5536,N,Sony,1
5537,-,Apple,2
5538,C,Openmpi,2
5539,-,Apple,11
5540,-,Apple,5
5541,N,Apple,3
5542,N,Book,8
5543,N,Openmpi,4
5544,-,Sony,10
5545,N,Camera,13
5546,B,Python,4
5547,A,Fantacy,1
5548,A,Openmpi,8
5549,C,Camera,14
5550,A,Openmpi,4
5551,-,Fantacy,10
5552,-,Doll,2
5553,-,Apple,3000000
5554,-,Openmpi,37298
5555,B,Openmpi,15
5556,N,Apple,3000000
5557,C,Apple,23912
5558,B,Doll,13
5559,B,Doll,11
5560,-,Sony,9
5561,A,Openmpi,13
5562,N,Apple,2
5563,-,Apple,7
5564,B,Book,5
5565,A,Fantacy,66351737
5566,B,Openmpi,2
5567,N,Fantacy,15
5568,-,Openmpi,13
5569,-,Doll,23912
5570,-,Photo,8
5571,B,Free,7
5572,A,Apple,14
5573,-,Photo,11
5574,A,Fantacy,11
5575,-,Photo,1
5576,C,Book,66351737
5577,B,Sony,4
5578,A,Photo,5
5579,B,Photo,10
5580,B,Camera,23912
5581,N,Python,14
5582,C,Book,1
5583,B,Doll,11
5584,N,Camera,13
5585,-,Photo,13
5586,C,Photo,4
5587,A,Doll,1092109
5588,-,Openmpi,7
5589,A,Camera,37298
5590,A,Openmpi,4
5591,N,Apple,11
5592,B,Doll,2
5593,B,Book,14
5594,N,Openmpi,1092109
5595,B,Doll,15
5596,-,Camera,23912
5597,-,Book,7
5598,A,Fantacy,66351737
5599,B,Free,13
5600,-,Free,5
5601,A,Camera,5
5602,A,Apple,14
5603,N,Doll,37298
5604,C,Apple,6
5605,N,Sony,9
5606,N,Python,14
5607,N,Book,12
5608,B,Free,9
5609,N,Photo,15
5610,B,Fantacy,9
5611,A,Photo,12
5612,-,Free,8
5613,-,Sony,1092109
5614,B,Sony,6
5615,C,Free,66351737
5616,A,Fantacy,12
5617,A,Free,1092109
5618,-,Book,3000000
5619,C,Photo,37298
5620,-,Camera,11
5621,C,Book,1
5622,N,Python,3000000
5623,C,Camera,7
5624,C,Book,66351737
5625,A,Openmpi,9
5626,B,Doll,12
5627,B,Free,66351737
5628,-,Python,11
5629,B,Openmpi,6
5630,C,Fantacy,14
5631,C,Free,37298
5632,N,Apple,2
5633,A,Apple,23912
5634,A,Python,1
5635,-,Python,10
5636,-,Camera,13
5637,C,Book,37298
5638,C,Python,5
5639,A,Fantacy,66351737
5640,A,Photo,4
5641,-,Photo,15
5642,C,Book,66351737
5643,-,Book,10
5644,B,Camera,10
5645,C,Sony,3
5646,-,Doll,1092109
5647,-,Free,37298
5648,C,Doll,8
5649,N,Book,23912
5650,C,Photo,7
5651,N,Book,5
5652,C,Fantacy,7
5653,B,Openmpi,14
5654,B,Doll,37298
5655,C,Fantacy,1092109
5656,A,Photo,3000000
5657,A,Doll,3000000
5658,N,Apple,4
5659,B,Fantacy,37298
5660,-,Doll,6
5661,N,Book,37298
5662,-,Apple,9
5663,-,Fantacy,5
5664,-,Python,37298
5665,N,Photo,7
5666,C,Photo,10
5667,-,Book,37298
5668,-,Book,8
5669,C,Doll,23912
5670,N,Python,12
5671,C,Python,2
5672,N,Doll,37298
5673,B,Openmpi,66351737
5674,N,Openmpi,4
5675,C,Camera,1
5676,N,Book,4
5677,N,Camera,14
5678,N,Free,6
5679,-,Fantacy,37298
5680,C,Free,1
5681,N,Doll,5
5682,C,Sony,10
5683,C,Apple,13
5684,A,Python,23912
5685,C,Fantacy,7
5686,-,Photo,5
5687,C,Openmpi,1092109
5688,C,Fantacy,12
5689,B,Python,37298
5690,B,Free,14
5691,B,Fantacy,15
5692,-,Free,3000000
5693,N,Photo,4
5694,C,Fantacy,37298
5695,B,Apple,6
5696,A,Sony,7
5697,N,Sony,3
5698,N,Python,3
5699,-,Camera,4
5700,N,Sony,66351737
5701,A,Book,11
5702,N,Doll,11
5703,-,Camera,10
5704,C,Fantacy,2
5705,C,Book,1092109
5706,N,Doll,1
5707,A,Openmpi,14
5708,N,Python,2
5709,B,Sony,1092109
5710,C,Camera,6
5711,A,Apple,1
5712,A,Camera,2
5713,B,Fantacy,9
5714,B,Sony,1092109
5715,N,Camera,37298
5716,-,Doll,3000000
5717,C,Fantacy,1
5718,C,Python,11
5719,-,Apple,12
5720,-,Fantacy,4
5721,C,Photo,37298
5722,B,Openmpi,1092109
5723,N,Doll,66351737
5724,N,Fantacy,12
5725,C,Book,3
5726,-,Photo,3000000
5727,A,Openmpi,37298
5728,N,Sony,2
5729,-,Photo,14
5730,A,Camera,1
5731,C,Doll,37298
5732,C,Doll,9
5733,A,Openmpi,3
5734,A,Python,10
5735,C,Photo,37298
5736,N,Apple,37298
5737,B,Openmpi,1092109
5738,C,Openmpi,8
5739,-,Fantacy,7
5740,A,Sony,1
5741,-,Fantacy,8
5742,A,Apple,4
5743,C,Free,7
5744,N,Python,37298
5745,A,Book,14
5746,N,Sony,9
5747,N,Book,8
5748,N,Apple,5
5749,N,Openmpi,7
5750,-,Apple,14
5751,A,Book,14
5752,N,Openmpi,11
5753,A,Book,66351737
5754,C,Python,7
5755,B,Camera,11
5756,N,Apple,10
5757,A,Camera,15
5758,C,Camera,10
5759,C,Python,12
5760,-,Photo,15
5761,A,Fantacy,12
5762,-,Doll,15
5763,-,Book,11
5764,-,Doll,37298
5765,A,Sony,1
5766,N,Sony,23912
5767,A,Doll,3000000
5768,-,Sony,8
5769,N,Python,6
5770,B,Doll,14
5771,-,Apple,3000000
5772,N,Book,23912
5773,N,Openmpi,66351737
5774,B,Fantacy,3
5775,B,Free,1092109
5776,B,Camera,4
5777,B,Photo,66351737
5778,B,Camera,1092109
5779,B,Openmpi,3
5780,-,Openmpi,4
5781,A,Apple,66351737
5782,-,Camera,4
5783,N,Free,14
5784,-,Book,5
5785,C,Camera,8
5786,A,Camera,66351737
5787,N,Sony,66351737
5788,B,Book,13
5789,C,Sony,3
5790,N,Openmpi,14
5791,N,Camera,14
5792,C,Doll,3000000
5793,C,Doll,6
5794,C,Sony,23912
5795,N,Photo,13
5796,-,Python,3000000
5797,B,Book,15
5798,B,Openmpi,14
5799,B,Photo,6
5800,-,Python,4
5801,B,Camera,8
5802,N,Book,7
5803,A,Python,37298
5804,N,Apple,14
5805,N,Book,6
5806,C,Sony,11
5807,B,Apple,2
5808,A,Free,2
5809,C,Fantacy,66351737
5810,-,Doll,11
5811,N,Apple,1092109
5812,N,Sony,6
5813,N,Python,3000000
5814,A,Book,1092109
5815,B,Sony,37298
5816,N,Camera,66351737
5817,-,Sony,1
5818,N,Free,10
5819,B,Camera,1
5820,B,Fantacy,12
5821,C,Photo,66351737
5822,B,Book,10
5823,B,Free,15
5824,C,Camera,66351737
5825,N,Openmpi,7
5826,C,Free,3000000
5827,B,Camera,6
5828,A,Python,66351737
5829,C,Camera,13
5830,A,Photo,2
5831,-,Fantacy,8
5832,-,Book,23912
5833,C,Sony,2
5834,C,Free,3000000
5835,-,Openmpi,3000000
5836,C,Fantacy,3000000
5837,C,Free,3000000
5838,C,Openmpi,66351737
5839,-,Fantacy,3
5840,N,Python,1
5841,A,Sony,11
5842,N,Doll,13
5843,-,Book,37298
5844,B,Free,1092109
5845,C,Sony,4
5846,A,Sony,11
5847,A,Fantacy,3000000
5848,-,Camera,8
5849,-,Doll,5
5850,-,Python,3000000
5851,A,Camera,8
5852,A,Apple,9
5853,B,Python,1
5854,C,Openmpi,1
5855,-,Doll,8
5856,-,Camera,37298
5857,B,Apple,4
5858,B,Book,14
5859,A,Fantacy,7
5860,A,Doll,6
5861,N,Apple,6
5862,A,Book,4
5863,-,Apple,23912
5864,-,Photo,14
5865,C,Python,37298
5866,B,Fantacy,15
5867,B,Python,7
5868,B,Free,66351737
5869,B,Camera,8
5870,-,Apple,6
5871,B,Photo,11
5872,B,Book,14
5873,B,Doll,66351737
5874,B,Doll,14
5875,N,Fantacy,10
5876,B,Free,14
5877,B,Photo,10
5878,N,Sony,1
5879,N,Free,1092109
5880,A,Sony,3000000
5881,C,Camera,1092109
5882,C,Camera,2
5883,N,Doll,8
5884,N,Book,4
5885,A,Book,4
5886,C,Sony,5
5887,C,Camera,10
5888,-,Sony,14
5889,A,Book,6
5890,N,Fantacy,11
5891,C,Doll,12
5892,A,Doll,3000000
5893,N,Doll,3
5894,N,Free,1092109
5895,A,Apple,8
5896,B,Sony,4
5897,A,Book,3000000
5898,B,Doll,6
5899,-,Doll,1
5900,-,Camera,11
5901,N,Book,13
5902,A,Openmpi,7
5903,B,Camera,1
5904,-,Openmpi,23912
5905,B,Doll,10
5906,N,Book,6
5907,A,Fantacy,15
5908,-,Photo,11
5909,-,Doll,1
5910,C,Photo,1
5911,N,Apple,10
5912,C,Openmpi,1
5913,-,Camera,4
5914,B,Openmpi,3000000
5915,N,Python,6
5916,-,Book,4
5917,N,Fantacy,4
5918,A,Photo,3
5919,A,Fantacy,1
5920,-,Book,12
5921,-,Sony,13
5922,N,Apple,14
5923,B,Photo,9
5924,N,Sony,10
5925,-,Apple,8
5926,-,Doll,14
5927,C,Doll,1092109
5928,C,Book,37298
5929,N,Openmpi,66351737
5930,N,Doll,66351737
5931,C,Openmpi,2
5932,-,Sony,1
5933,B,Python,12
5934,B,Python,12
5935,A,Doll,13
5936,B,Camera,2
5937,-,Doll,9
5938,-,Free,4
5939,-,Photo,37298
5940,-,Camera,37298
5941,A,Photo,66351737
5942,A,Doll,6
5943,B,Apple,1092109
5944,B,Python,10
5945,N,Photo,15
5946,B,Book,2
5947,B,Book,3000000
5948,B,Python,15
5949,-,Python,37298
5950,-,Free,4
5951,C,Doll,66351737
5952,B,Fantacy,15
5953,B,Free,2
5954,-,Free,23912
5955,N,Doll,3
5956,B,Free,37298
5957,N,Camera,2
5958,C,Fantacy,7
5959,A,Free,23912
5960,C,Apple,3
5961,N,Camera,6
5962,B,Sony,1092109
5963,A,Doll,3000000
5964,N,Doll,15
5965,-,Free,1
5966,B,Apple,13
5967,B,Fantacy,10
5968,N,Photo,37298
5969,A,Openmpi,6
5970,B,Sony,4
5971,A,Doll,14
5972,B,Openmpi,14
5973,N,Photo,12
5974,B,Openmpi,23912
5975,B,Doll,3
5976,-,Free,2
5977,B,Sony,1092109
5978,B,Camera,1
5979,N,Fantacy,10
5980,B,Python,12
5981,N,Openmpi,13
5982,B,Doll,8
5983,N,Doll,9
5984,N,Openmpi,9
5985,B,Photo,2
5986,N,Python,66351737
5987,A,Openmpi,1
5988,C,Photo,5
5989,B,Photo,13
5990,C,Fantacy,37298
5991,B,Fantacy,6
5992,C,Sony,3
5993,C,Apple,4
5994,A,Photo,10
5995,A,Fantacy,1
5996,A,Fantacy,15
5997,N,Camera,37298
5998,B,Doll,10
5999,C,Python,5
6000,N,Photo,1
6001,A,Python,14
6002,N,Fantacy,5
6003,B,Free,66351737
6004,A,Book,1
6005,A,Free,9
6006,-,Fantacy,12
6007,A,Apple,1
6008,B,Photo,15
6009,B,Free,1
6010,C,Fantacy,37298
6011,-,Sony,8
6012,-,Free,10
6013,C,Openmpi,1092109
6014,A,Openmpi,1
6015,N,Free,1092109
6016,N,Camera,6
6017,N,Sony,15
6018,C,Sony,13
6019,C,Fantacy,9
6020,N,Python,6
6021,-,Camera,6
6022,B,Camera,2
6023,C,Camera,8
6024,A,Free,11
6025,-,Camera,66351737
6026,N,Sony,10
6027,A,Book,11
6028,-,Camera,3000000
6029,-,Book,23912
6030,-,Sony,2
6031,C,Doll,13
6032,A,Python,2
6033,N,Apple,3000000
6034,C,Apple,11
6035,C,Python,23912
6036,A,Free,7
6037,B,Photo,23912
6038,N,Free,37298
6039,N,Free,2
6040,C,Doll,4
6041,C,Doll,3000000
6042,N,Python,13
6043,A,Photo,23912
6044,N,Photo,66351737
6045,N,Fantacy,9
6046,C,Openmpi,15
6047,N,Book,6
6048,-,Photo,9
6049,N,Fantacy,13
6050,-,Photo,23912
6051,C,Book,8
6052,B,Doll,37298
6053,B,Openmpi,3000000
6054,N,Doll,14
6055,A,Fantacy,14
6056,N,Apple,12
6057,A,Camera,6
6058,N,Doll,14
6059,B,Python,23912
6060,-,Fantacy,14
6061,A,Photo,9
6062,-,Fantacy,13
6063,A,Doll,5
6064,A,Python,1
6065,A,Fantacy,15
6066,A,Openmpi,4
6067,C,Openmpi,6
6068,N,Sony,5
6069,C,Openmpi,37298
6070,B,Python,3
6071,N,Sony,37298
6072,B,Sony,1
6073,-,Camera,12
6074,N,Sony,4
6075,A,Openmpi,7
6076,C,Sony,9
6077,N,Fantacy,2
6078,C,Apple,4
6079,B,Apple,2
6080,N,Free,37298
6081,N,Fantacy,3000000
6082,A,Book,11
6083,A,Fantacy,9
6084,C,Apple,12
6085,A,Python,2
6086,-,Doll,1092109
6087,B,Python,14
6088,A,Openmpi,7
6089,A,Book,9
6090,-,Doll,6
6091,A,Camera,4
6092,N,Camera,14
6093,C,Doll,7
6094,B,Doll,3000000
6095,-,Free,66351737
6096,B,Free,1
6097,B,Fantacy,11
6098,C,Doll,37298
6099,N,Apple,3
6100,N,Python,23912
6101,A,Photo,14
6102,B,Openmpi,5
6103,-,Free,1092109
6104,-,Camera,1
6105,N,Doll,2
6106,B,Book,10
6107,B,Sony,14
6108,-,Free,14
6109,C,Free,7
6110,-,Python,12
6111,C,Fantacy,2
6112,A,Openmpi,23912
6113,C,Free,2
6114,N,Book,5
6115,B,Fantacy,3000000
6116,N,Book,4
6117,B,Python,1
6118,N,Sony,66351737
6119,B,Free,12
6120,N,Sony,12
6121,-,Photo,4
6122,-,Free,10
6123,N,Doll,37298
6124,-,Doll,11
6125,N,Openmpi,3
6126,C,Free,4
6127,A,Sony,13
6128,B,Openmpi,15
6129,N,Apple,23912
6130,A,Camera,1
6131,B,Sony,66351737
6132,A,Openmpi,1092109
6133,-,Doll,66351737
6134,C,Free,66351737
6135,C,Doll,1092109
6136,-,Openmpi,14
6137,A,Camera,10
6138,N,Openmpi,6
6139,A,Apple,11
6140,N,Fantacy,66351737
6141,A,Sony,3
6142,-,Free,7
6143,B,Apple,13
6144,N,Openmpi,14
6145,-,Fantacy,66351737
6146,-,Python,1
6147,C,Free,23912
6148,C,Photo,2
6149,B,Fantacy,10
6150,C,Apple,15
6151,A,Python,9
6152,C,Photo,66351737
6153,C,Free,9
6154,-,Python,9
6155,N,Book,6
6156,A,Photo,1
6157,C,Photo,6
6158,C,Book,5
6159,A,Apple,37298
6160,C,Fantacy,13
6161,C,Openmpi,1092109
6162,A,Fantacy,8
6163,A,Camera,12
6164,B,Sony,66351737
6165,B,Fantacy,2
6166,N,Fantacy,11
6167,N,Fantacy,7
